"X","性別","醫療層級","縣市","年齡","年度","人數"
23032,"M","區域醫院","台北市",24,2010,5
23033,"M","區域醫院","台北市",24,2011,2
23034,"M","區域醫院","台北市",24,2012,9
23035,"M","區域醫院","台北市",25,2005,3
23036,"M","區域醫院","台北市",25,2006,8
23037,"M","區域醫院","台北市",25,2007,3
23038,"M","區域醫院","台北市",25,2008,8
23039,"M","區域醫院","台北市",25,2009,9
23040,"M","區域醫院","台北市",25,2010,6
23041,"M","區域醫院","台北市",25,2011,6
23042,"M","區域醫院","台北市",25,2012,3
23043,"M","區域醫院","台北市",26,2005,6
23044,"M","區域醫院","台北市",26,2006,6
23045,"M","區域醫院","台北市",26,2007,8
23046,"M","區域醫院","台北市",26,2008,6
23047,"M","區域醫院","台北市",26,2009,9
23048,"M","區域醫院","台北市",26,2010,8
23049,"M","區域醫院","台北市",26,2011,6
23050,"M","區域醫院","台北市",26,2012,8
23051,"M","區域醫院","台北市",27,2005,3
23052,"M","區域醫院","台北市",27,2006,7
23053,"M","區域醫院","台北市",27,2007,7
23054,"M","區域醫院","台北市",27,2008,9
23055,"M","區域醫院","台北市",27,2009,7
23056,"M","區域醫院","台北市",27,2010,6
23057,"M","區域醫院","台北市",27,2011,6
23058,"M","區域醫院","台北市",27,2012,7
23059,"M","區域醫院","台北市",28,2005,2
23060,"M","區域醫院","台北市",28,2006,3
23061,"M","區域醫院","台北市",28,2007,6
23062,"M","區域醫院","台北市",28,2008,5
23063,"M","區域醫院","台北市",28,2009,10
23064,"M","區域醫院","台北市",28,2010,7
23065,"M","區域醫院","台北市",28,2011,9
23066,"M","區域醫院","台北市",28,2012,7
23067,"M","區域醫院","台北市",29,2005,1
23068,"M","區域醫院","台北市",29,2006,3
23069,"M","區域醫院","台北市",29,2007,4
23070,"M","區域醫院","台北市",29,2008,9
23071,"M","區域醫院","台北市",29,2009,4
23072,"M","區域醫院","台北市",29,2010,11
23073,"M","區域醫院","台北市",29,2011,6
23074,"M","區域醫院","台北市",29,2012,7
23075,"M","區域醫院","台北市",30,2005,1
23076,"M","區域醫院","台北市",30,2006,1
23077,"M","區域醫院","台北市",30,2007,3
23078,"M","區域醫院","台北市",30,2008,5
23079,"M","區域醫院","台北市",30,2009,10
23080,"M","區域醫院","台北市",30,2010,3
23081,"M","區域醫院","台北市",30,2011,9
23082,"M","區域醫院","台北市",30,2012,5
23083,"M","區域醫院","台北市",31,2005,1
23084,"M","區域醫院","台北市",31,2006,1
23085,"M","區域醫院","台北市",31,2007,1
23086,"M","區域醫院","台北市",31,2008,4
23087,"M","區域醫院","台北市",31,2009,6
23088,"M","區域醫院","台北市",31,2010,11
23089,"M","區域醫院","台北市",31,2011,4
23090,"M","區域醫院","台北市",31,2012,11
23091,"M","區域醫院","台北市",32,2006,2
23092,"M","區域醫院","台北市",32,2007,1
23093,"M","區域醫院","台北市",32,2008,3
23094,"M","區域醫院","台北市",32,2009,5
23095,"M","區域醫院","台北市",32,2010,6
23096,"M","區域醫院","台北市",32,2011,12
23097,"M","區域醫院","台北市",32,2012,4
23098,"M","區域醫院","台北市",33,2007,3
23099,"M","區域醫院","台北市",33,2008,1
23100,"M","區域醫院","台北市",33,2009,1
23101,"M","區域醫院","台北市",33,2010,6
23102,"M","區域醫院","台北市",33,2011,7
23103,"M","區域醫院","台北市",33,2012,9
23104,"M","區域醫院","台北市",34,2005,2
23105,"M","區域醫院","台北市",34,2008,6
23106,"M","區域醫院","台北市",34,2010,1
23107,"M","區域醫院","台北市",34,2011,5
23108,"M","區域醫院","台北市",34,2012,8
23109,"M","區域醫院","台北市",35,2005,4
23110,"M","區域醫院","台北市",35,2006,2
23111,"M","區域醫院","台北市",35,2008,4
23112,"M","區域醫院","台北市",35,2009,3
23113,"M","區域醫院","台北市",35,2011,1
23114,"M","區域醫院","台北市",35,2012,5
23115,"M","區域醫院","台北市",36,2005,2
23116,"M","區域醫院","台北市",36,2006,2
23117,"M","區域醫院","台北市",36,2007,2
23118,"M","區域醫院","台北市",36,2008,2
23119,"M","區域醫院","台北市",36,2009,1
23120,"M","區域醫院","台北市",36,2010,3
23121,"M","區域醫院","台北市",36,2012,1
23122,"M","區域醫院","台北市",37,2005,3
23123,"M","區域醫院","台北市",37,2006,2
23124,"M","區域醫院","台北市",37,2007,2
23125,"M","區域醫院","台北市",37,2008,5
23126,"M","區域醫院","台北市",37,2009,1
23127,"M","區域醫院","台北市",37,2010,2
23128,"M","區域醫院","台北市",37,2011,3
23129,"M","區域醫院","台北市",37,2012,1
23130,"M","區域醫院","台北市",38,2005,1
23131,"M","區域醫院","台北市",38,2006,3
23132,"M","區域醫院","台北市",38,2007,3
23133,"M","區域醫院","台北市",38,2008,4
23134,"M","區域醫院","台北市",38,2009,3
23135,"M","區域醫院","台北市",38,2010,1
23136,"M","區域醫院","台北市",38,2011,3
23137,"M","區域醫院","台北市",38,2012,3
23138,"M","區域醫院","台北市",39,2005,1
23139,"M","區域醫院","台北市",39,2006,2
23140,"M","區域醫院","台北市",39,2007,3
23141,"M","區域醫院","台北市",39,2008,5
23142,"M","區域醫院","台北市",39,2009,4
23143,"M","區域醫院","台北市",39,2010,2
23144,"M","區域醫院","台北市",39,2011,1
23145,"M","區域醫院","台北市",39,2012,3
23146,"M","區域醫院","台北市",40,2005,1
23147,"M","區域醫院","台北市",40,2006,1
23148,"M","區域醫院","台北市",40,2007,1
23149,"M","區域醫院","台北市",40,2008,3
23150,"M","區域醫院","台北市",40,2009,4
23151,"M","區域醫院","台北市",40,2010,5
23152,"M","區域醫院","台北市",40,2011,2
23153,"M","區域醫院","台北市",40,2012,1
23154,"M","區域醫院","台北市",41,2006,1
23155,"M","區域醫院","台北市",41,2008,1
23156,"M","區域醫院","台北市",41,2009,2
23157,"M","區域醫院","台北市",41,2010,4
23158,"M","區域醫院","台北市",41,2011,5
23159,"M","區域醫院","台北市",41,2012,3
23160,"M","區域醫院","台北市",42,2007,2
23161,"M","區域醫院","台北市",42,2008,2
23162,"M","區域醫院","台北市",42,2009,1
23163,"M","區域醫院","台北市",42,2010,1
23164,"M","區域醫院","台北市",42,2011,4
23165,"M","區域醫院","台北市",42,2012,5
23166,"M","區域醫院","台北市",43,2008,1
23167,"M","區域醫院","台北市",43,2009,1
23168,"M","區域醫院","台北市",43,2010,1
23169,"M","區域醫院","台北市",43,2011,1
23170,"M","區域醫院","台北市",43,2012,4
23171,"M","區域醫院","台北市",44,2009,1
23172,"M","區域醫院","台北市",44,2010,1
23173,"M","區域醫院","台北市",44,2011,1
23174,"M","區域醫院","台北市",44,2012,1
23175,"M","區域醫院","台北市",45,2010,1
23176,"M","區域醫院","台北市",45,2011,1
23177,"M","區域醫院","台北市",46,2011,2
23178,"M","區域醫院","台北市",46,2012,1
23179,"M","區域醫院","台北市",47,2012,1
23180,"M","區域醫院","台東縣",24,2007,1
23181,"M","區域醫院","台東縣",25,2008,1
23182,"M","區域醫院","台東縣",25,2012,1
23183,"M","區域醫院","台東縣",26,2009,1
23184,"M","區域醫院","台東縣",27,2009,1
23185,"M","區域醫院","台東縣",27,2010,1
23186,"M","區域醫院","台東縣",28,2010,1
23187,"M","區域醫院","台東縣",28,2011,1
23188,"M","區域醫院","台東縣",29,2012,2
23189,"M","區域醫院","台南市",20,2011,1
23190,"M","區域醫院","台南市",20,2012,2
23191,"M","區域醫院","台南市",21,2005,1
23192,"M","區域醫院","台南市",21,2012,2
23193,"M","區域醫院","台南市",22,2005,1
23194,"M","區域醫院","台南市",22,2006,1
23195,"M","區域醫院","台南市",23,2006,4
23196,"M","區域醫院","台南市",23,2009,1
23197,"M","區域醫院","台南市",23,2010,1
23198,"M","區域醫院","台南市",23,2011,1
23199,"M","區域醫院","台南市",23,2012,6
23200,"M","區域醫院","台南市",24,2005,6
23201,"M","區域醫院","台南市",24,2006,1
23202,"M","區域醫院","台南市",24,2007,3
23203,"M","區域醫院","台南市",24,2009,2
23204,"M","區域醫院","台南市",24,2010,2
23205,"M","區域醫院","台南市",24,2011,5
23206,"M","區域醫院","台南市",24,2012,3
23207,"M","區域醫院","台南市",25,2006,5
23208,"M","區域醫院","台南市",25,2007,1
23209,"M","區域醫院","台南市",25,2008,5
23210,"M","區域醫院","台南市",25,2009,1
23211,"M","區域醫院","台南市",25,2010,3
23212,"M","區域醫院","台南市",25,2011,4
23213,"M","區域醫院","台南市",25,2012,6
23214,"M","區域醫院","台南市",26,2005,1
23215,"M","區域醫院","台南市",26,2007,4
23216,"M","區域醫院","台南市",26,2009,4
23217,"M","區域醫院","台南市",26,2010,3
23218,"M","區域醫院","台南市",26,2011,3
23219,"M","區域醫院","台南市",26,2012,4
23220,"M","區域醫院","台南市",27,2005,2
23221,"M","區域醫院","台南市",27,2006,1
23222,"M","區域醫院","台南市",27,2007,1
23223,"M","區域醫院","台南市",27,2008,1
23224,"M","區域醫院","台南市",27,2010,3
23225,"M","區域醫院","台南市",27,2011,3
23226,"M","區域醫院","台南市",27,2012,3
23227,"M","區域醫院","台南市",28,2006,2
23228,"M","區域醫院","台南市",28,2007,1
23229,"M","區域醫院","台南市",28,2008,2
23230,"M","區域醫院","台南市",28,2009,2
23231,"M","區域醫院","台南市",28,2011,4
23232,"M","區域醫院","台南市",28,2012,4
23233,"M","區域醫院","台南市",29,2005,2
23234,"M","區域醫院","台南市",29,2007,2
23235,"M","區域醫院","台南市",29,2008,1
23236,"M","區域醫院","台南市",29,2009,2
23237,"M","區域醫院","台南市",29,2010,3
23238,"M","區域醫院","台南市",29,2012,5
23239,"M","區域醫院","台南市",30,2006,2
23240,"M","區域醫院","台南市",30,2008,2
23241,"M","區域醫院","台南市",30,2009,1
23242,"M","區域醫院","台南市",30,2010,2
23243,"M","區域醫院","台南市",30,2011,3
23244,"M","區域醫院","台南市",31,2005,1
23245,"M","區域醫院","台南市",31,2007,2
23246,"M","區域醫院","台南市",31,2009,2
23247,"M","區域醫院","台南市",31,2011,2
23248,"M","區域醫院","台南市",31,2012,3
23249,"M","區域醫院","台南市",32,2006,1
23250,"M","區域醫院","台南市",32,2008,2
23251,"M","區域醫院","台南市",32,2010,3
23252,"M","區域醫院","台南市",32,2012,2
23253,"M","區域醫院","台南市",33,2005,1
23254,"M","區域醫院","台南市",33,2007,1
23255,"M","區域醫院","台南市",33,2009,2
23256,"M","區域醫院","台南市",33,2011,3
23257,"M","區域醫院","台南市",34,2006,1
23258,"M","區域醫院","台南市",34,2008,1
23259,"M","區域醫院","台南市",34,2010,2
23260,"M","區域醫院","台南市",34,2012,3
23261,"M","區域醫院","台南市",35,2005,1
23262,"M","區域醫院","台南市",35,2007,1
23263,"M","區域醫院","台南市",35,2009,1
23264,"M","區域醫院","台南市",35,2011,3
23265,"M","區域醫院","台南市",36,2005,1
23266,"M","區域醫院","台南市",36,2008,1
23267,"M","區域醫院","台南市",36,2010,1
23268,"M","區域醫院","台南市",36,2012,3
23269,"M","區域醫院","台南市",37,2008,1
23270,"M","區域醫院","台南市",37,2009,1
23271,"M","區域醫院","台南市",37,2011,1
23272,"M","區域醫院","台南市",37,2012,1
23273,"M","區域醫院","台南市",38,2009,1
23274,"M","區域醫院","台南市",38,2010,1
23275,"M","區域醫院","台南市",38,2012,1
23276,"M","區域醫院","台南市",39,2010,1
23277,"M","區域醫院","台南市",39,2011,1
23278,"M","區域醫院","台南市",40,2011,1
23279,"M","區域醫院","台南市",40,2012,1
23280,"M","區域醫院","台南市",41,2009,1
23281,"M","區域醫院","台南市",41,2010,1
23282,"M","區域醫院","台南市",41,2012,1
23283,"M","區域醫院","台南市",42,2010,2
23284,"M","區域醫院","台南市",42,2011,1
23285,"M","區域醫院","台南市",43,2011,2
23286,"M","區域醫院","台南市",43,2012,1
23287,"M","區域醫院","台南市",44,2012,1
23288,"M","區域醫院","台中市",20,2009,1
23289,"M","區域醫院","台中市",20,2010,1
23290,"M","區域醫院","台中市",20,2011,5
23291,"M","區域醫院","台中市",20,2012,5
23292,"M","區域醫院","台中市",21,2006,2
23293,"M","區域醫院","台中市",21,2007,1
23294,"M","區域醫院","台中市",21,2009,2
23295,"M","區域醫院","台中市",21,2010,4
23296,"M","區域醫院","台中市",21,2011,6
23297,"M","區域醫院","台中市",21,2012,11
23298,"M","區域醫院","台中市",22,2005,4
23299,"M","區域醫院","台中市",22,2007,6
23300,"M","區域醫院","台中市",22,2008,4
23301,"M","區域醫院","台中市",22,2009,5
23302,"M","區域醫院","台中市",22,2010,5
23303,"M","區域醫院","台中市",22,2011,7
23304,"M","區域醫院","台中市",22,2012,12
23305,"M","區域醫院","台中市",23,2005,3
23306,"M","區域醫院","台中市",23,2006,2
23307,"M","區域醫院","台中市",23,2007,1
23308,"M","區域醫院","台中市",23,2008,6
23309,"M","區域醫院","台中市",23,2009,2
23310,"M","區域醫院","台中市",23,2010,7
23311,"M","區域醫院","台中市",23,2011,5
23312,"M","區域醫院","台中市",23,2012,9
23313,"M","區域醫院","台中市",24,2005,3
23314,"M","區域醫院","台中市",24,2006,5
23315,"M","區域醫院","台中市",24,2007,6
23316,"M","區域醫院","台中市",24,2008,3
23317,"M","區域醫院","台中市",24,2009,8
23318,"M","區域醫院","台中市",24,2010,6
23319,"M","區域醫院","台中市",24,2011,5
23320,"M","區域醫院","台中市",24,2012,8
23321,"M","區域醫院","台中市",25,2005,9
23322,"M","區域醫院","台中市",25,2006,4
23323,"M","區域醫院","台中市",25,2007,6
23324,"M","區域醫院","台中市",25,2008,7
23325,"M","區域醫院","台中市",25,2009,3
23326,"M","區域醫院","台中市",25,2010,7
23327,"M","區域醫院","台中市",25,2011,9
23328,"M","區域醫院","台中市",25,2012,8
23329,"M","區域醫院","台中市",26,2005,10
23330,"M","區域醫院","台中市",26,2006,6
23331,"M","區域醫院","台中市",26,2007,5
23332,"M","區域醫院","台中市",26,2008,7
23333,"M","區域醫院","台中市",26,2009,9
23334,"M","區域醫院","台中市",26,2010,6
23335,"M","區域醫院","台中市",26,2011,8
23336,"M","區域醫院","台中市",26,2012,8
23337,"M","區域醫院","台中市",27,2005,6
23338,"M","區域醫院","台中市",27,2006,5
23339,"M","區域醫院","台中市",27,2007,7
23340,"M","區域醫院","台中市",27,2008,10
23341,"M","區域醫院","台中市",27,2009,6
23342,"M","區域醫院","台中市",27,2010,8
23343,"M","區域醫院","台中市",27,2011,7
23344,"M","區域醫院","台中市",27,2012,8
23345,"M","區域醫院","台中市",28,2005,7
23346,"M","區域醫院","台中市",28,2006,5
23347,"M","區域醫院","台中市",28,2007,6
23348,"M","區域醫院","台中市",28,2008,7
23349,"M","區域醫院","台中市",28,2009,10
23350,"M","區域醫院","台中市",28,2010,6
23351,"M","區域醫院","台中市",28,2011,7
23352,"M","區域醫院","台中市",28,2012,7
23353,"M","區域醫院","台中市",29,2005,7
23354,"M","區域醫院","台中市",29,2006,5
23355,"M","區域醫院","台中市",29,2007,6
23356,"M","區域醫院","台中市",29,2008,8
23357,"M","區域醫院","台中市",29,2009,7
23358,"M","區域醫院","台中市",29,2010,9
23359,"M","區域醫院","台中市",29,2011,7
23360,"M","區域醫院","台中市",29,2012,7
23361,"M","區域醫院","台中市",30,2005,4
23362,"M","區域醫院","台中市",30,2006,2
23363,"M","區域醫院","台中市",30,2007,5
23364,"M","區域醫院","台中市",30,2008,8
23365,"M","區域醫院","台中市",30,2009,9
23366,"M","區域醫院","台中市",30,2010,7
23367,"M","區域醫院","台中市",30,2011,9
23368,"M","區域醫院","台中市",30,2012,7
23369,"M","區域醫院","台中市",31,2006,2
23370,"M","區域醫院","台中市",31,2007,6
23371,"M","區域醫院","台中市",31,2008,6
23372,"M","區域醫院","台中市",31,2009,9
23373,"M","區域醫院","台中市",31,2010,7
23374,"M","區域醫院","台中市",31,2011,9
23375,"M","區域醫院","台中市",31,2012,12
23376,"M","區域醫院","台中市",32,2005,1
23377,"M","區域醫院","台中市",32,2006,1
23378,"M","區域醫院","台中市",32,2007,2
23379,"M","區域醫院","台中市",32,2008,7
23380,"M","區域醫院","台中市",32,2009,7
23381,"M","區域醫院","台中市",32,2010,9
23382,"M","區域醫院","台中市",32,2011,5
23383,"M","區域醫院","台中市",32,2012,10
23384,"M","區域醫院","台中市",33,2005,1
23385,"M","區域醫院","台中市",33,2007,1
23386,"M","區域醫院","台中市",33,2008,3
23387,"M","區域醫院","台中市",33,2009,6
23388,"M","區域醫院","台中市",33,2010,6
23389,"M","區域醫院","台中市",33,2011,9
23390,"M","區域醫院","台中市",33,2012,5
23391,"M","區域醫院","台中市",34,2005,1
23392,"M","區域醫院","台中市",34,2007,1
23393,"M","區域醫院","台中市",34,2008,4
23394,"M","區域醫院","台中市",34,2009,3
23395,"M","區域醫院","台中市",34,2010,6
23396,"M","區域醫院","台中市",34,2011,5
23397,"M","區域醫院","台中市",34,2012,10
23398,"M","區域醫院","台中市",35,2005,1
23399,"M","區域醫院","台中市",35,2007,1
23400,"M","區域醫院","台中市",35,2008,2
23401,"M","區域醫院","台中市",35,2009,3
23402,"M","區域醫院","台中市",35,2010,4
23403,"M","區域醫院","台中市",35,2011,6
23404,"M","區域醫院","台中市",35,2012,3
23405,"M","區域醫院","台中市",36,2005,1
23406,"M","區域醫院","台中市",36,2006,1
23407,"M","區域醫院","台中市",36,2008,2
23408,"M","區域醫院","台中市",36,2009,2
23409,"M","區域醫院","台中市",36,2010,3
23410,"M","區域醫院","台中市",36,2011,4
23411,"M","區域醫院","台中市",36,2012,6
23412,"M","區域醫院","台中市",37,2007,1
23413,"M","區域醫院","台中市",37,2008,1
23414,"M","區域醫院","台中市",37,2009,2
23415,"M","區域醫院","台中市",37,2010,3
23416,"M","區域醫院","台中市",37,2011,3
23417,"M","區域醫院","台中市",37,2012,4
23418,"M","區域醫院","台中市",38,2009,3
23419,"M","區域醫院","台中市",38,2010,2
23420,"M","區域醫院","台中市",38,2011,3
23421,"M","區域醫院","台中市",38,2012,3
23422,"M","區域醫院","台中市",39,2005,1
23423,"M","區域醫院","台中市",39,2007,1
23424,"M","區域醫院","台中市",39,2010,3
23425,"M","區域醫院","台中市",39,2011,2
23426,"M","區域醫院","台中市",39,2012,3
23427,"M","區域醫院","台中市",40,2008,1
23428,"M","區域醫院","台中市",40,2011,3
23429,"M","區域醫院","台中市",40,2012,3
23430,"M","區域醫院","台中市",41,2006,1
23431,"M","區域醫院","台中市",41,2007,1
23432,"M","區域醫院","台中市",41,2009,1
23433,"M","區域醫院","台中市",41,2011,3
23434,"M","區域醫院","台中市",41,2012,1
23435,"M","區域醫院","台中市",42,2007,1
23436,"M","區域醫院","台中市",42,2008,1
23437,"M","區域醫院","台中市",42,2010,1
23438,"M","區域醫院","台中市",42,2012,3
23439,"M","區域醫院","台中市",43,2008,1
23440,"M","區域醫院","台中市",43,2009,1
23441,"M","區域醫院","台中市",43,2011,1
23442,"M","區域醫院","台中市",43,2012,1
23443,"M","區域醫院","台中市",44,2009,1
23444,"M","區域醫院","台中市",44,2010,1
23445,"M","區域醫院","台中市",44,2012,1
23446,"M","區域醫院","台中市",45,2010,1
23447,"M","區域醫院","台中市",45,2011,1
23448,"M","區域醫院","台中市",46,2011,1
23449,"M","區域醫院","台中市",46,2012,2
23450,"M","區域醫院","台中市",47,2012,1
23451,"M","區域醫院","桃園市",21,2012,2
23452,"M","區域醫院","桃園市",22,2008,2
23453,"M","區域醫院","桃園市",23,2006,1
23454,"M","區域醫院","桃園市",23,2008,2
23455,"M","區域醫院","桃園市",23,2009,2
23456,"M","區域醫院","桃園市",23,2010,2
23457,"M","區域醫院","桃園市",23,2011,1
23458,"M","區域醫院","桃園市",23,2012,1
23459,"M","區域醫院","桃園市",24,2007,1
23460,"M","區域醫院","桃園市",24,2008,1
23461,"M","區域醫院","桃園市",24,2009,3
23462,"M","區域醫院","桃園市",24,2010,4
23463,"M","區域醫院","桃園市",24,2011,2
23464,"M","區域醫院","桃園市",24,2012,1
23465,"M","區域醫院","桃園市",25,2005,1
23466,"M","區域醫院","桃園市",25,2008,1
23467,"M","區域醫院","桃園市",25,2009,1
23468,"M","區域醫院","桃園市",25,2010,3
23469,"M","區域醫院","桃園市",25,2011,5
23470,"M","區域醫院","桃園市",25,2012,3
23471,"M","區域醫院","桃園市",26,2005,1
23472,"M","區域醫院","桃園市",26,2006,1
23473,"M","區域醫院","桃園市",26,2009,2
23474,"M","區域醫院","桃園市",26,2010,2
23475,"M","區域醫院","桃園市",26,2011,3
23476,"M","區域醫院","桃園市",26,2012,5
23477,"M","區域醫院","桃園市",27,2006,1
23478,"M","區域醫院","桃園市",27,2007,1
23479,"M","區域醫院","桃園市",27,2010,2
23480,"M","區域醫院","桃園市",27,2011,2
23481,"M","區域醫院","桃園市",27,2012,1
23482,"M","區域醫院","桃園市",28,2006,1
23483,"M","區域醫院","桃園市",28,2007,1
23484,"M","區域醫院","桃園市",28,2008,1
23485,"M","區域醫院","桃園市",28,2011,3
23486,"M","區域醫院","桃園市",28,2012,2
23487,"M","區域醫院","桃園市",29,2005,2
23488,"M","區域醫院","桃園市",29,2008,1
23489,"M","區域醫院","桃園市",29,2009,2
23490,"M","區域醫院","桃園市",29,2010,2
23491,"M","區域醫院","桃園市",29,2011,1
23492,"M","區域醫院","桃園市",29,2012,2
23493,"M","區域醫院","桃園市",30,2005,1
23494,"M","區域醫院","桃園市",30,2006,2
23495,"M","區域醫院","桃園市",30,2007,1
23496,"M","區域醫院","桃園市",30,2009,1
23497,"M","區域醫院","桃園市",30,2010,1
23498,"M","區域醫院","桃園市",30,2011,3
23499,"M","區域醫院","桃園市",30,2012,1
23500,"M","區域醫院","桃園市",31,2006,1
23501,"M","區域醫院","桃園市",31,2007,1
23502,"M","區域醫院","桃園市",31,2008,1
23503,"M","區域醫院","桃園市",31,2009,1
23504,"M","區域醫院","桃園市",31,2010,1
23505,"M","區域醫院","桃園市",31,2011,1
23506,"M","區域醫院","桃園市",31,2012,3
23507,"M","區域醫院","桃園市",32,2007,1
23508,"M","區域醫院","桃園市",32,2008,2
23509,"M","區域醫院","桃園市",32,2009,1
23510,"M","區域醫院","桃園市",32,2011,1
23511,"M","區域醫院","桃園市",32,2012,1
23512,"M","區域醫院","桃園市",33,2008,1
23513,"M","區域醫院","桃園市",33,2009,3
23514,"M","區域醫院","桃園市",33,2010,1
23515,"M","區域醫院","桃園市",33,2012,1
23516,"M","區域醫院","桃園市",34,2008,1
23517,"M","區域醫院","桃園市",34,2009,1
23518,"M","區域醫院","桃園市",34,2010,3
23519,"M","區域醫院","桃園市",34,2011,1
23520,"M","區域醫院","桃園市",35,2005,1
23521,"M","區域醫院","桃園市",35,2008,1
23522,"M","區域醫院","桃園市",35,2009,1
23523,"M","區域醫院","桃園市",35,2010,1
23524,"M","區域醫院","桃園市",35,2011,3
23525,"M","區域醫院","桃園市",35,2012,1
23526,"M","區域醫院","桃園市",36,2006,1
23527,"M","區域醫院","桃園市",36,2011,1
23528,"M","區域醫院","桃園市",36,2012,3
23529,"M","區域醫院","桃園市",37,2005,1
23530,"M","區域醫院","桃園市",37,2007,1
23531,"M","區域醫院","桃園市",37,2012,1
23532,"M","區域醫院","桃園市",38,2008,1
23533,"M","區域醫院","桃園市",38,2010,1
23534,"M","區域醫院","桃園市",39,2009,1
23535,"M","區域醫院","桃園市",39,2011,1
23536,"M","區域醫院","桃園市",40,2007,1
23537,"M","區域醫院","桃園市",40,2010,1
23538,"M","區域醫院","桃園市",40,2012,1
23539,"M","區域醫院","桃園市",41,2008,1
23540,"M","區域醫院","桃園市",41,2011,1
23541,"M","區域醫院","桃園市",41,2012,1
23542,"M","區域醫院","桃園市",42,2009,1
23543,"M","區域醫院","桃園市",43,2008,1
23544,"M","區域醫院","桃園市",43,2010,1
23545,"M","區域醫院","桃園市",44,2011,2
23546,"M","區域醫院","桃園市",45,2011,1
23547,"M","區域醫院","桃園市",45,2012,1
23548,"M","區域醫院","桃園市",46,2011,2
23549,"M","區域醫院","桃園市",46,2012,1
23550,"M","區域醫院","桃園市",47,2012,2
23551,"M","區域醫院","新北市",22,2006,1
23552,"M","區域醫院","新北市",22,2009,2
23553,"M","區域醫院","新北市",22,2010,2
23554,"M","區域醫院","新北市",22,2011,1
23555,"M","區域醫院","新北市",22,2012,1
23556,"M","區域醫院","新北市",23,2006,1
23557,"M","區域醫院","新北市",23,2007,2
23558,"M","區域醫院","新北市",23,2008,2
23559,"M","區域醫院","新北市",23,2010,4
23560,"M","區域醫院","新北市",23,2011,3
23561,"M","區域醫院","新北市",23,2012,4
23562,"M","區域醫院","新北市",24,2005,3
23563,"M","區域醫院","新北市",24,2006,2
23564,"M","區域醫院","新北市",24,2007,1
23565,"M","區域醫院","新北市",24,2008,2
23566,"M","區域醫院","新北市",24,2009,2
23567,"M","區域醫院","新北市",24,2010,1
23568,"M","區域醫院","新北市",24,2011,7
23569,"M","區域醫院","新北市",24,2012,4
23570,"M","區域醫院","新北市",25,2005,3
23571,"M","區域醫院","新北市",25,2006,3
23572,"M","區域醫院","新北市",25,2007,2
23573,"M","區域醫院","新北市",25,2008,1
23574,"M","區域醫院","新北市",25,2009,3
23575,"M","區域醫院","新北市",25,2010,2
23576,"M","區域醫院","新北市",25,2011,2
23577,"M","區域醫院","新北市",25,2012,6
23578,"M","區域醫院","新北市",26,2005,3
23579,"M","區域醫院","新北市",26,2006,2
23580,"M","區域醫院","新北市",26,2007,6
23581,"M","區域醫院","新北市",26,2008,3
23582,"M","區域醫院","新北市",26,2010,4
23583,"M","區域醫院","新北市",26,2011,3
23584,"M","區域醫院","新北市",26,2012,3
23585,"M","區域醫院","新北市",27,2007,3
23586,"M","區域醫院","新北市",27,2008,7
23587,"M","區域醫院","新北市",27,2009,3
23588,"M","區域醫院","新北市",27,2010,3
23589,"M","區域醫院","新北市",27,2011,5
23590,"M","區域醫院","新北市",27,2012,4
23591,"M","區域醫院","新北市",28,2006,1
23592,"M","區域醫院","新北市",28,2007,6
23593,"M","區域醫院","新北市",28,2008,2
23594,"M","區域醫院","新北市",28,2009,6
23595,"M","區域醫院","新北市",28,2010,4
23596,"M","區域醫院","新北市",28,2011,4
23597,"M","區域醫院","新北市",28,2012,5
23598,"M","區域醫院","新北市",29,2005,1
23599,"M","區域醫院","新北市",29,2007,3
23600,"M","區域醫院","新北市",29,2008,3
23601,"M","區域醫院","新北市",29,2009,3
23602,"M","區域醫院","新北市",29,2010,6
23603,"M","區域醫院","新北市",29,2011,3
23604,"M","區域醫院","新北市",29,2012,5
23605,"M","區域醫院","新北市",30,2005,2
23606,"M","區域醫院","新北市",30,2006,3
23607,"M","區域醫院","新北市",30,2008,3
23608,"M","區域醫院","新北市",30,2009,4
23609,"M","區域醫院","新北市",30,2010,3
23610,"M","區域醫院","新北市",30,2011,5
23611,"M","區域醫院","新北市",30,2012,5
23612,"M","區域醫院","新北市",31,2006,4
23613,"M","區域醫院","新北市",31,2007,3
23614,"M","區域醫院","新北市",31,2009,4
23615,"M","區域醫院","新北市",31,2010,6
23616,"M","區域醫院","新北市",31,2011,5
23617,"M","區域醫院","新北市",31,2012,5
23618,"M","區域醫院","新北市",32,2006,1
23619,"M","區域醫院","新北市",32,2007,4
23620,"M","區域醫院","新北市",32,2008,1
23621,"M","區域醫院","新北市",32,2010,6
23622,"M","區域醫院","新北市",32,2011,5
23623,"M","區域醫院","新北市",32,2012,7
23624,"M","區域醫院","新北市",33,2006,1
23625,"M","區域醫院","新北市",33,2007,1
23626,"M","區域醫院","新北市",33,2008,5
23627,"M","區域醫院","新北市",33,2009,2
23628,"M","區域醫院","新北市",33,2010,2
23629,"M","區域醫院","新北市",33,2011,5
23630,"M","區域醫院","新北市",33,2012,6
23631,"M","區域醫院","新北市",34,2005,1
23632,"M","區域醫院","新北市",34,2007,1
23633,"M","區域醫院","新北市",34,2008,2
